amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,orig_balance_error,dest_balance_error,dest_balance_stayed_zero,orig_balance_drained,amount_to_orig_balance_ratio,is_transfer,isFraud,predicted_fraud
66941.04,66941.04,0.0,0.0,0.0,0.0,66941.04,1,1,0.9999850617041249,1,1,1
12855.05,12855.05,0.0,2753536.73,2766391.78,0.0,0.0,0,1,0.9999222156105492,0,1,1
235075.62,235075.62,0.0,436894.35,310170.72,0.0,361799.25,0,1,0.9999957460678139,0,1,1
3295227.84,3295227.84,0.0,0.0,0.0,0.0,3295227.84,1,1,0.9999996965309396,1,1,1
122032.62,122032.62,0.0,0.0,122032.62,0.0,0.0,0,1,0.9999918055368676,0,1,1
10000000.0,10987591.59,987591.59,0.0,0.0,-1.1641532182693481e-10,10000000.0,1,0,0.9101174727848187,1,1,1
1461930.03,1461930.03,0.0,0.0,0.0,0.0,1461930.03,1,1,0.9999993159732029,1,1,1
1506795.1,1506795.1,0.0,0.0,0.0,0.0,1506795.1,1,1,0.9999993363401989,1,1,1
248962.83,248962.83,0.0,0.0,248962.83,0.0,0.0,0,1,0.9999959833522806,0,1,1
774868.1,774868.1,0.0,0.0,0.0,0.0,774868.1,1,1,0.9999987094594429,1,1,1
10000000.0,34953893.08,24953893.08,0.0,0.0,0.0,10000000.0,1,0,0.2860911570285333,1,1,1
115085.31,115085.31,0.0,999400.25,1114485.56,0.0,0.0,0,1,0.9999913108692077,0,1,1
131050.76,131050.76,0.0,0.0,0.0,0.0,131050.76,1,1,0.9999923694271637,1,1,1
253793.28,253793.28,0.0,0.0,0.0,0.0,253793.28,1,1,0.9999960598008749,1,1,1
167715.53,167715.53,0.0,0.0,0.0,0.0,167715.53,1,1,0.9999940375584923,1,1,1
9593838.63,9593838.63,0.0,0.0,9593838.63,0.0,0.0,0,1,0.9999998957664461,0,1,1
281087.01,281087.01,0.0,0.0,0.0,0.0,281087.01,1,1,0.9999964423953907,1,1,1
197226.65,197226.65,0.0,0.0,197226.65,0.0,0.0,0,1,0.9999949297170047,0,1,1
676913.69,676913.69,0.0,2202695.62,2879609.32,0.0,-0.009999999776482582,0,1,0.9999985227089694,0,1,1
460434.46,460434.46,0.0,1046172.48,1506606.94,0.0,0.0,0,1,0.9999978281429497,0,1,1
561149.9,561149.9,0.0,0.0,561149.9,0.0,0.0,0,1,0.999998217948149,0,1,1
7428844.46,7428844.46,0.0,0.0,7428844.46,0.0,0.0,0,1,0.999999865389581,0,1,1
311257.22,0.0,0.0,0.0,311257.22,-311257.22,0.0,0,1,311257.22,0,0,1
1108140.19,1108140.19,0.0,0.0,0.0,0.0,1108140.19,1,1,0.9999990975879166,1,1,1
95105.01,95105.01,0.0,0.0,0.0,0.0,95105.01,1,1,0.999989485417378,1,1,1
492003.04,492003.04,0.0,0.0,0.0,0.0,492003.04,1,1,0.9999979674963645,1,1,1
398041.98,398041.98,0.0,422191.28,820233.26,0.0,0.0,0,1,0.9999974877084882,0,1,1
668273.94,668273.94,0.0,619362.81,1287636.75,0.0,0.0,0,1,0.9999985036099064,0,1,1
1665334.68,1665334.68,0.0,0.0,0.0,0.0,1665334.68,1,1,0.9999993995204618,1,1,1
846589.73,846589.73,0.0,0.0,0.0,0.0,846589.73,1,1,0.9999988187916964,1,1,1
1049586.54,1049586.54,0.0,8366.77,1057953.31,0.0,0.0,0,1,0.9999990472447873,0,1,1
936976.86,936976.86,0.0,0.0,936976.86,0.0,0.0,0,1,0.999998932738923,0,1,1
0.0,0.0,0.0,267522.87,267522.87,0.0,0.0,0,1,0.0,0,1,1
14343.03,14343.03,0.0,0.0,0.0,0.0,14343.03,1,1,0.9999302845852943,1,1,1
718350.64,718350.64,0.0,0.0,718350.64,0.0,0.0,0,1,0.999998607924108,0,1,1
2230432.56,2230432.56,0.0,0.0,2230432.56,0.0,0.0,0,1,0.9999995516566743,0,1,1
10000000.0,10000000.0,0.0,198226.59,10198226.59,0.0,0.0,0,1,0.99999990000001,0,1,1
1168274.14,1168274.14,0.0,0.0,0.0,0.0,1168274.14,1,1,0.9999991440372513,1,1,1
9299230.13,9299230.13,0.0,0.0,0.0,0.0,9299230.13,1,1,0.9999998924642278,1,1,1
1367340.03,1367340.03,0.0,296833.6,1664173.63,0.0,0.0,0,1,0.999999268653556,0,1,1
1270564.34,1270564.34,0.0,0.0,1270564.34,0.0,0.0,0,1,0.9999992129487807,0,1,1
56888.23,56888.23,0.0,0.0,56888.23,0.0,0.0,0,1,0.9999824219803994,0,1,1
120385.1,120385.1,0.0,0.0,0.0,0.0,120385.1,1,1,0.9999916933931742,1,1,1
63210.91,63210.91,0.0,6697.1,69908.01,0.0,1.4551915228366852e-11,0,1,0.9999841801964219,0,1,1
26654.46,26654.46,0.0,0.0,0.0,0.0,26654.46,1,1,0.9999624842339994,1,1,1
369186.87,369186.87,0.0,36224.11,405410.97,0.0,0.010000000009313226,0,1,0.9999972913519612,0,1,1
79446.06,79446.06,0.0,0.0,79446.06,0.0,0.0,0,1,0.9999874130018153,0,1,1
283339.53,0.0,0.0,0.0,283339.53,-283339.53,0.0,0,1,283339.53,0,0,1
871893.15,871893.15,0.0,0.0,0.0,0.0,871893.15,1,1,0.9999988530717863,1,1,1
554522.67,554522.67,0.0,0.0,0.0,0.0,554522.67,1,1,0.9999981966504694,1,1,1
2137134.15,2137134.15,0.0,0.0,0.0,0.0,2137134.15,1,1,0.999999532083874,1,1,1
7567170.36,7567170.36,0.0,0.0,0.0,0.0,7567170.36,1,1,0.999999867850224,1,1,1
3947541.37,3947541.37,0.0,226201.44,4173742.81,0.0,0.0,0,1,0.9999997466778299,0,1,1
266546.68,266546.68,0.0,0.0,0.0,0.0,266546.68,1,1,0.9999962483260031,1,1,1
2393539.65,2393539.65,0.0,5157128.07,7550667.73,0.0,-0.009999999776482582,0,1,0.9999995822088921,0,1,1
5429153.98,5429153.98,0.0,0.0,5429153.98,0.0,0.0,0,1,0.9999998158092736,0,1,1
10000000.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0,1,0.99999990000001,0,1,1
85354.69,85354.69,0.0,0.0,0.0,0.0,85354.69,1,1,0.9999882843194168,1,1,1
176007.37,176007.37,0.0,0.0,0.0,0.0,176007.37,1,1,0.9999943184520145,1,1,1
171200.54,171200.54,0.0,76266.33,247466.87,0.0,0.0,0,1,0.999994158931047,0,1,1
2554662.97,2554662.97,0.0,2399641.18,4954304.15,0.0,0.0,0,1,0.9999996085590858,0,1,1
162192.78,162192.78,0.0,0.0,0.0,0.0,162192.78,1,1,0.9999938345354551,1,1,1
128718.59,128718.59,0.0,3511282.2,3640000.79,0.0,0.0,0,1,0.9999922311747574,0,1,1
10000000.0,13695429.98,3695429.98,0.0,0.0,4.656612873077393e-10,10000000.0,1,0,0.7301705228994553,1,1,1
25761.04,25761.04,0.0,896426.99,922188.03,0.0,0.0,0,1,0.999961183198225,0,1,1
1589763.63,1589763.63,0.0,0.0,0.0,0.0,1589763.63,1,1,0.9999993709760671,1,1,1
13774.15,13774.15,0.0,0.0,0.0,0.0,13774.15,1,1,0.9999274055091959,1,1,1
881811.11,881811.11,0.0,141736.75,1023547.85,0.0,0.010000000009313226,0,1,0.9999988659715731,0,1,1
358440.67,358440.67,0.0,107972.49,466413.16,0.0,0.0,0,1,0.9999972101457958,0,1,1
16614.82,16614.82,0.0,904409.29,921024.11,0.0,0.0,0,1,0.9999398163918483,0,1,1
1158396.74,1158396.74,0.0,0.0,0.0,0.0,1158396.74,1,1,0.9999991367386473,1,1,1
1976666.45,1976666.45,0.0,0.0,0.0,0.0,1976666.45,1,1,0.9999994940980083,1,1,1
99316.36,99316.36,0.0,0.0,0.0,0.0,99316.36,1,1,0.9999899312667997,1,1,1
5926745.36,5926745.36,0.0,2380392.38,8307137.74,0.0,0.0,0,1,0.9999998312733599,0,1,1
2460110.25,2460110.25,0.0,0.0,0.0,0.0,2460110.25,1,1,0.9999995935143177,1,1,1
1539474.57,1539474.57,0.0,137245.4,1676719.97,0.0,0.0,0,1,0.9999993504281461,0,1,1
963966.56,963966.56,0.0,0.0,0.0,0.0,963966.56,1,1,0.9999989626206923,1,1,1
466580.69,466580.69,0.0,775534.24,1242114.93,0.0,0.0,0,1,0.9999978567525871,0,1,1
145982.36,145982.36,0.0,800.0,0.0,0.0,146782.36,0,1,0.9999931499042083,0,1,1
81867.07,81867.07,0.0,135117.98,216985.05,0.0,2.9103830456733704e-11,0,1,0.9999877852256686,0,1,1
403.56,403.56,0.0,1124708.32,1125111.88,0.0,2.3283064365386963e-10,0,1,0.997528178762112,0,1,1
2925111.67,2925111.67,0.0,0.0,0.0,0.0,2925111.67,1,1,0.9999996581328268,1,1,1
232185.56,232185.56,0.0,6053983.22,6286168.78,0.0,-9.313225746154785e-10,0,1,0.9999956931184992,0,1,1
9065.44,9065.44,0.0,757856.9,766922.34,0.0,0.0,0,1,0.9998897031249311,0,1,1
1123561.68,1123561.68,0.0,0.0,0.0,0.0,1123561.68,1,1,0.9999991099739981,1,1,1
7108914.22,7108914.22,0.0,0.0,7108914.22,0.0,0.0,0,1,0.999999859331562,0,1,1
86002.09,86002.09,0.0,0.0,86002.09,0.0,0.0,0,1,0.9999883725108016,0,1,1
1516823.73,1516823.73,0.0,386329.46,1903153.19,0.0,0.0,0,1,0.9999993407280484,0,1,1
50577.26,50577.26,0.0,9581426.29,9632003.55,0.0,-1.862645149230957e-09,0,1,0.9999802286595071,0,1,1
655676.97,655676.97,0.0,0.0,0.0,0.0,655676.97,1,1,0.9999984748610663,1,1,1
87999.25,87999.25,0.0,0.0,0.0,0.0,87999.25,1,1,0.9999886363959193,1,1,1
9887819.06,9887819.06,0.0,801913.95,10165200.11,0.0,524532.9000000004,0,1,0.9999998988654735,0,1,1
79938.47,79938.47,0.0,0.0,79938.47,0.0,0.0,0,1,0.9999874905350261,0,1,1
203280.85,203280.85,0.0,0.0,0.0,0.0,203280.85,1,1,0.999995080721668,1,1,1
167743.93,167743.93,0.0,219716.29,387460.22,0.0,0.0,0,1,0.9999940385679615,0,1,1
204675.48,204675.48,0.0,0.0,0.0,0.0,204675.48,1,1,0.9999951142407765,1,1,1
357824.01,357824.01,0.0,158077.81,515901.82,0.0,0.0,0,1,0.9999972053378829,0,1,1
95105.01,95105.01,0.0,1779246.39,1874351.4,0.0,0.0,0,1,0.999989485417378,0,1,1
5689516.13,5689516.13,0.0,0.0,0.0,0.0,5689516.13,1,1,0.9999998242381599,1,1,1
17216.14,17216.14,0.0,0.0,0.0,0.0,17216.14,1,1,0.9999419183441617,1,1,1
112835.43,112835.43,0.0,0.0,0.0,0.0,112835.43,1,1,0.9999911376139781,1,1,1
54725.54,54725.54,0.0,0.0,0.0,0.0,54725.54,1,1,0.9999817273301035,1,1,1
621080.67,621080.67,0.0,0.0,0.0,0.0,621080.67,1,1,0.9999983899057913,1,1,1
407275.43,407275.43,0.0,0.0,0.0,0.0,407275.43,1,1,0.9999975446651799,1,1,1
1027963.96,1027963.96,0.0,0.0,0.0,0.0,1027963.96,1,1,0.9999990272041958,1,1,1
216534.86,216534.86,0.0,10068344.73,10284879.59,0.0,0.0,0,1,0.9999953818272872,0,1,1
37100.29,37100.29,0.0,0.0,0.0,0.0,37100.29,1,1,0.9999730467592906,1,1,1
22140.87,22140.87,0.0,25511.14,47652.0,0.0,0.00999999999476131,0,1,0.9999548366962682,0,1,1
188731.21,188731.21,0.0,591154.11,779885.32,0.0,0.0,0,1,0.9999947014873614,0,1,1
345802.34,345802.34,0.0,0.0,345802.34,0.0,0.0,0,1,0.9999971081829343,0,1,1
398157.05,398157.05,0.0,0.0,0.0,0.0,398157.05,1,1,0.999997488434555,1,1,1
94431.98,94431.98,0.0,0.0,0.0,0.0,94431.98,1,1,0.9999894104792626,1,1,1
6295010.28,6295010.28,0.0,0.0,0.0,0.0,6295010.28,1,1,0.9999998411440495,1,1,1
1153156.0,1153156.0,0.0,0.0,1153156.0,0.0,0.0,0,1,0.9999991328153929,0,1,1
3401641.0,3401641.0,0.0,0.0,0.0,0.0,3401641.0,1,1,0.9999997060243259,1,1,1
180967.56,180967.56,0.0,0.0,0.0,0.0,180967.56,1,1,0.9999944741782771,1,1,1
385050.58,385050.58,0.0,0.0,0.0,0.0,385050.58,1,1,0.9999974029453405,1,1,1
96474.91,96474.91,0.0,0.0,96474.91,0.0,0.0,0,1,0.9999896347181384,0,1,1
534255.94,534255.94,0.0,0.0,0.0,0.0,534255.94,1,1,0.9999981282414413,1,1,1
1889351.63,1889351.63,0.0,12129494.24,14018845.86,0.0,0.010000001639127731,0,1,0.9999994707181793,0,1,1
46190.9,46190.9,0.0,0.0,46190.9,0.0,0.0,0,1,0.9999783511827831,0,1,1
242296.17,242296.17,0.0,0.0,242296.17,0.0,0.0,0,1,0.9999958728366493,0,1,1
948288.3,948288.3,0.0,2189773.93,3138062.23,0.0,4.656612873077393e-10,0,1,0.9999989454694891,0,1,1
548269.98,548269.98,0.0,0.0,0.0,0.0,548269.98,1,1,0.999998176084388,1,1,1
1608571.02,1608571.02,0.0,194993.54,1803564.56,0.0,0.0,0,1,0.9999993783306016,0,1,1
179725.06,179725.06,0.0,131709.81,311434.88,0.0,-0.010000000009313226,0,1,0.9999944359766191,0,1,1
763170.76,763170.76,0.0,452739.47,1215910.23,0.0,0.0,0,1,0.9999986896789786,0,1,1
66448.19,66448.19,0.0,5042513.19,5108961.38,0.0,9.313225746154785e-10,0,1,0.9999849509076032,0,1,1
367980.99,367980.99,0.0,0.0,0.0,0.0,367980.99,1,1,0.9999972824756994,1,1,1
590229.26,590229.26,0.0,236890.65,827119.91,0.0,0.0,0,1,0.9999983057459643,0,1,1
498183.25,498183.25,0.0,0.0,0.0,0.0,498183.25,1,1,0.9999979927105282,1,1,1
244068.01,244068.01,0.0,0.0,338538.16,0.0,-94470.14999999997,0,1,0.9999959027981471,0,1,1
249791.3,249791.3,0.0,0.0,0.0,0.0,249791.3,1,1,0.9999959966740368,1,1,1
1058602.68,1058602.68,0.0,0.0,0.0,0.0,1058602.68,1,1,0.9999990553594146,1,1,1
665676.43,665676.43,0.0,0.0,665676.43,0.0,0.0,0,1,0.9999984977709099,0,1,1
161016.65,161016.65,0.0,92806.24,253822.89,0.0,0.0,0,1,0.9999937895007163,0,1,1
1820864.64,1820864.64,0.0,0.0,0.0,0.0,1820864.64,1,1,0.9999994508106594,1,1,1
130668.56,130668.56,0.0,2403740.71,2534409.27,0.0,0.0,0,1,0.9999923471082324,0,1,1
171623.1,171623.1,0.0,76632.01,248255.12,0.0,-0.010000000009313226,0,1,0.9999941733124893,0,1,1
92145.4,92145.4,0.0,0.0,0.0,0.0,92145.4,1,1,0.9999891477040883,1,1,1
10000000.0,10390763.24,390763.24,0.0,0.0,2.3283064365386963e-10,10000000.0,1,0,0.9623931184488119,1,1,1
405400.26,405400.26,0.0,707011.54,1112411.81,0.0,-0.010000000009313226,0,1,0.9999975333081106,0,1,1
998086.61,998086.61,0.0,440777.77,1438864.38,0.0,0.0,0,1,0.9999989980839458,0,1,1
1040303.44,1040303.44,0.0,0.0,0.0,0.0,1040303.44,1,1,0.999999038742928,1,1,1
114169.66,114169.66,0.0,0.0,0.0,0.0,114169.66,1,1,0.9999912411822792,1,1,1
60891.94,60891.94,0.0,0.0,0.0,0.0,60891.94,1,1,0.9999835777349558,1,1,1
489514.32,489514.32,0.0,0.0,0.0,0.0,489514.32,1,1,0.9999979571630159,1,1,1
333185.46,0.0,0.0,0.0,333185.46,-333185.46,0.0,0,1,333185.46,0,0,1
1153156.0,1153156.0,0.0,0.0,0.0,0.0,1153156.0,1,1,0.9999991328153929,1,1,1
489767.32,489767.32,0.0,0.0,0.0,0.0,489767.32,1,1,0.9999979582182857,1,1,1
1191183.65,1191183.65,0.0,0.0,1191183.65,0.0,0.0,0,1,0.9999991604995917,0,1,1
452261.67,452261.67,0.0,0.0,0.0,0.0,452261.67,1,1,0.9999977888955549,1,1,1
119143.75,119143.75,0.0,0.0,0.0,0.0,119143.75,1,1,0.9999916068479727,1,1,1
171456.83,171456.83,0.0,0.0,0.0,0.0,171456.83,1,1,0.9999941676621009,1,1,1
108779.53,108779.53,0.0,0.0,0.0,0.0,108779.53,1,1,0.9999908071784537,1,1,1
325732.34,325732.34,0.0,3734511.97,4060244.31,0.0,0.0,0,1,0.9999969300041561,0,1,1
343972.5,343972.5,0.0,0.0,343972.5,0.0,0.0,0,1,0.9999970927992999,0,1,1
398041.98,398041.98,0.0,0.0,0.0,0.0,398041.98,1,1,0.9999974877084882,1,1,1
3641525.7,3641525.7,0.0,599102.39,4240628.09,0.0,0.0,0,1,0.9999997253899031,0,1,1
3580542.06,3580542.06,0.0,0.0,0.0,0.0,3580542.06,1,1,0.9999997207127569,1,1,1
9421856.87,9421856.87,0.0,0.0,0.0,0.0,9421856.87,1,1,0.9999998938638203,1,1,1
10000000.0,10000000.0,0.0,2265793.36,12265793.36,0.0,0.0,0,1,0.99999990000001,0,1,1
1033878.67,1033878.67,0.0,0.0,0.0,0.0,1033878.67,1,1,0.9999990327694518,1,1,1
2598276.05,2598276.05,0.0,0.0,0.0,0.0,2598276.05,1,1,0.9999996151295721,1,1,1
416284.7,416284.7,0.0,0.0,0.0,0.0,416284.7,1,1,0.9999975978036238,1,1,1
1950373.54,1950373.54,0.0,0.0,0.0,0.0,1950373.54,1,1,0.9999994872779666,1,1,1
1090527.71,1090527.71,0.0,0.0,0.0,0.0,1090527.71,1,1,0.9999990830135962,1,1,1
619836.33,619836.33,0.0,0.0,0.0,0.0,619836.33,1,1,0.9999983866734842,1,1,1
71554.74,71554.74,0.0,527488.43,599043.17,0.0,0.0,0,1,0.9999860248807433,0,1,1
148680.12,148680.12,0.0,0.0,148680.12,0.0,0.0,0,1,0.9999932741964817,0,1,1
5363594.86,5363594.86,0.0,134472.24,5498067.11,0.0,-0.009999999776482582,0,1,0.9999998135579141,0,1,1
306213.63,306213.63,0.0,0.0,0.0,0.0,306213.63,1,1,0.9999967343167111,1,1,1
175313.96,175313.96,0.0,0.0,0.0,0.0,175313.96,1,1,0.9999942959802175,1,1,1
103368.58,103368.58,0.0,0.0,0.0,0.0,103368.58,1,1,0.9999903259740438,1,1,1
95267.81,95267.81,0.0,0.0,95267.81,0.0,0.0,0,1,0.9999895033852108,0,1,1
128718.59,128718.59,0.0,0.0,0.0,0.0,128718.59,1,1,0.9999922311747574,1,1,1
2056779.24,2056779.24,0.0,191822.43,2248601.67,0.0,0.0,0,1,0.9999995138031859,0,1,1
10358.27,10358.27,0.0,0.0,10358.27,0.0,0.0,0,1,0.9999034681015168,0,1,1
8594065.09,8594065.09,0.0,0.0,0.0,0.0,8594065.09,1,1,0.9999998836406435,1,1,1
37357.32,37357.32,0.0,0.0,0.0,0.0,37357.32,1,1,0.9999732322010197,1,1,1
154196.49,154196.49,0.0,0.0,0.0,0.0,154196.49,1,1,0.9999935148101309,1,1,1
316877.85,316877.85,0.0,0.0,0.0,0.0,316877.85,1,1,0.999996844219802,1,1,1
175972.28,175972.28,0.0,0.0,0.0,0.0,175972.28,1,1,0.999994317319084,1,1,1
376059.27,376059.27,0.0,0.0,0.0,0.0,376059.27,1,1,0.9999973408517736,1,1,1
460635.82,460635.82,0.0,544728.69,1005364.51,0.0,0.0,0,1,0.9999978290923422,0,1,1
3379009.86,3379009.86,0.0,1760983.92,5139993.78,0.0,-9.313225746154785e-10,0,1,0.9999997040554052,0,1,1
6262505.91,6262505.91,0.0,0.0,0.0,0.0,6262505.91,1,1,0.9999998403195375,1,1,1
8536151.16,8536151.16,0.0,339032.24,8875183.4,0.0,0.0,0,1,0.9999998828511979,0,1,1
10000000.0,59585040.37,49585040.37,0.0,0.0,0.0,10000000.0,1,0,0.16782735683447592,1,1,1
1191399.72,1191399.72,0.0,0.0,0.0,0.0,1191399.72,1,1,0.9999991606518418,1,1,1
1179162.08,1179162.08,0.0,29723.31,1208885.39,0.0,2.3283064365386963e-10,0,1,0.9999991519408834,0,1,1
762782.66,762782.66,0.0,0.0,0.0,0.0,762782.66,1,1,0.9999986890122948,1,1,1
2426076.89,2426076.89,0.0,44160.09,2470236.98,0.0,0.0,0,1,0.9999995878120796,0,1,1
150406.91,150406.91,0.0,1903051.04,2053457.95,0.0,0.0,0,1,0.9999933514134994,0,1,1
49434.25,49434.25,0.0,0.0,0.0,0.0,49434.25,1,1,0.9999797715193106,1,1,1
263401.81,263401.81,0.0,0.0,0.0,0.0,263401.81,1,1,0.999996203533288,1,1,1
92641.52,92641.52,0.0,899062.84,991704.37,0.0,-0.010000000009313226,0,1,0.9999892058203943,0,1,1
175203.45,175203.45,0.0,0.0,0.0,0.0,175203.45,1,1,0.9999942923824138,1,1,1
303879.45,0.0,0.0,0.0,303879.45,-303879.45,0.0,0,1,303879.45,0,0,1
21511.22,21511.22,0.0,0.0,21511.22,0.0,0.0,0,1,0.9999535147929874,0,1,1
75480.15,75480.15,0.0,0.0,0.0,0.0,75480.15,1,1,0.999986751659189,1,1,1
338293.14,338293.14,0.0,0.0,0.0,0.0,338293.14,1,1,0.9999970439925445,1,1,1
9065.34,9065.34,0.0,0.0,0.0,0.0,9065.34,1,1,0.9998897019083776,1,1,1
661558.27,661558.27,0.0,0.0,0.0,0.0,661558.27,1,1,0.9999984884196392,1,1,1
70125.14,70125.14,0.0,7303214.4,7373339.54,0.0,0.0,0,1,0.9999857399822663,0,1,1
739856.92,739856.92,0.0,0.0,0.0,0.0,739856.92,1,1,0.9999986483891393,1,1,1
10000000.0,10000000.0,0.0,879169.43,10879169.43,0.0,0.0,0,1,0.99999990000001,0,1,1
145482.09,145482.09,0.0,1686412.37,1831894.45,0.0,0.01000000024214387,0,1,0.999993126348911,0,1,1
98086.09,98086.09,0.0,0.0,98086.09,0.0,0.0,0,1,0.9999898049784125,0,1,1
136562.78,136562.78,0.0,21100.34,157663.12,0.0,0.0,0,1,0.9999926774141723,0,1,1
309061.5,309061.5,0.0,218006.55,527068.05,0.0,0.0,0,1,0.9999967644084934,0,1,1
119443.3,119443.3,0.0,0.0,0.0,0.0,119443.3,1,1,0.9999916278968524,1,1,1
210952.24,210952.24,0.0,0.0,0.0,0.0,210952.24,1,1,0.9999952596129834,1,1,1
62318.91,62318.91,0.0,0.0,0.0,0.0,62318.91,1,1,0.999983953763733,1,1,1
227349.18,227349.18,0.0,0.0,0.0,0.0,227349.18,1,1,0.9999956014989739,1,1,1
5591414.49,5591414.49,0.0,686963.07,6278377.55,0.0,0.010000000707805157,0,1,0.9999998211544104,0,1,1
106596.14,106596.14,0.0,0.0,106596.14,0.0,0.0,0,1,0.9999906188852722,0,1,1
284011.99,0.0,0.0,0.0,284011.99,-284011.99,0.0,0,1,284011.99,0,0,1
8276235.5,8276235.5,0.0,0.0,0.0,0.0,8276235.5,1,1,0.9999998791721334,1,1,1
347893.16,347893.16,0.0,0.0,347893.16,0.0,0.0,0,1,0.9999971255625562,0,1,1
54994.1,54994.1,0.0,14941.39,69935.49,0.0,-1.4551915228366852e-11,0,1,0.9999818165618392,0,1,1
1749325.14,1749325.14,0.0,0.0,0.0,0.0,1749325.14,1,1,0.9999994283513078,1,1,1
1828.6,1828.6,0.0,0.0,0.0,0.0,1828.6,1,1,0.9994534324442501,1,1,1
5715004.3,5715004.3,0.0,0.0,0.0,0.0,5715004.3,1,1,0.9999998250220345,1,1,1
204675.48,204675.48,0.0,109380.43,314055.91,0.0,5.820766091346741e-11,0,1,0.9999951142407765,0,1,1
1215297.01,1215297.01,0.0,2497294.92,3712591.93,0.0,-4.656612873077393e-10,0,1,0.9999991771565561,0,1,1
10000000.0,10000000.0,0.0,107593.45,10107593.45,0.0,0.0,0,1,0.99999990000001,0,1,1
769619.59,769619.59,0.0,32332.95,801952.54,0.0,-1.1641532182693481e-10,0,1,0.9999987006584634,0,1,1
164382.72,164382.72,0.0,0.0,0.0,0.0,164382.72,1,1,0.9999939166725269,1,1,1
377919.58,377919.58,0.0,617276.1,995195.68,0.0,-1.1641532182693481e-10,0,1,0.9999973539414022,0,1,1
138373.64,138373.64,0.0,125028.17,263401.81,0.0,0.0,0,1,0.9999927732422647,0,1,1
150405.2,150405.2,0.0,0.0,0.0,0.0,150405.2,1,1,0.9999933513379102,1,1,1
977805.62,977805.62,0.0,0.0,977805.62,0.0,0.0,0,1,0.9999989773028946,0,1,1
454483.23,454483.23,0.0,0.0,0.0,0.0,454483.23,1,1,0.9999977997036332,1,1,1
453699.35,453699.35,0.0,0.0,0.0,0.0,453699.35,1,1,0.999997795902075,1,1,1
1735525.5,1735525.5,0.0,0.0,1735525.5,0.0,0.0,0,1,0.9999994238059747,0,1,1
82750.0,82750.0,0.0,0.0,82750.0,0.0,0.0,0,1,0.9999879155538905,0,1,1
455372.54,455372.54,0.0,316179.07,771551.61,0.0,0.0,0,1,0.9999978040006453,0,1,1
5270.57,5270.57,0.0,0.0,0.0,0.0,5270.57,1,1,0.9998103031924076,1,1,1
188731.21,188731.21,0.0,0.0,0.0,0.0,188731.21,1,1,0.9999947014873614,1,1,1
285294.11,285294.11,0.0,0.0,0.0,0.0,285294.11,1,1,0.9999964948575529,1,1,1
